所在省市*,样品状态,报送分类-1*,报送分类-2*,被抽样单位名称*,抽样地点_2*,年销售额,营业执照号,传真,省,地区(市、州、盟),县,区域类型*,单位地址*,邮编,被抽样单位法人(负责人),电话,被抽样单位负责(联系)人*,电话*,生产许可证号,样品名称*,样品属性,抽样数量*,单位*,抽样编号*,食品大类,食品亚类,食品次亚类,食品细类,样品形态*,样品类型*,包装分类*,样品来源*,加工/购进日期,抽样方式*,抽样工具,样品规格,样品批号,生产日期,保质期,保质期单位,执行标准/技术文件*,质量等级,商标,单价,是否出口,抽样基数/批量,抽样,备样数量,标识生产企业名称,标识生产企业地址,标识生产企业省份,生产企业联系人,生产企业电话,是否进口,原产国,是否委托生产,委托企业名称,委托企业地址,抽样时样品存储状态*,温度(℃),抽样样品包装*,湿度(%),寄、送样品截止日期,寄送样品地址,备注(样品),抽样单位名称*,单位级别*,抽样人员*,抽样时间*,电话*,抽样单位负责(联系)人*,电话*,电子邮箱*,单位地址,邮编,传真,检验机构名称*,检验目的*,报告书编号*,收检日期*,报告日期*,报告签发人*,联系人(检验机构)*,电话(检验机构)*,电子邮箱(检验机构)*,所在省份*,结论*,确认情况,备注,填报人*,填报日期*,电话*,电子邮箱*,更新时间,创建时间,报告分类,所在省市*,检验结果*,结果单位*,结果判定*,检验依据*,判定依据*,标准方法检出限*,标准检出限单位*,方法检出限*,检出限单位*,标准最小允许限*,标准最小允许限单位*,最小允许限*,最小允许限单位*,标准最大允许限*,标准最大允许限单位*,最大允许限*,最大允许限单位*,说明,抽样地点1*,时间阶段*,填报账户的tname*,第一次提交到秘书处的时间*,不合格报告路径*,许可证*,许可证id*,不合格报告上传时间*,核查处置表退回标签*,标识生产企业市*,标识生产企业县*,条形码扫描*,委托省(市、自治区)*,委托地区(市、州、盟)*,委托县(市、区)*,委托生产许可证编号*,委托联系人*,委托电话*,平台营业执照号*,入网许可证号或ICP经营许可证*,网抽平台所在地省*,网抽平台所在地市*,网抽平台所在地县*,网络平台名称,平台地址*,平台网址*,平台联系人*,平台联系电话*,平台订单编号*,网点网址*,彩虹码*,第三方性质(委托企业性质)*,抽样类型*,网店店铺名称*,日期类型
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","嘉兴市**食品有限责任公司	","其他	","/	","'913304017613439726	","/	","浙江	","嘉兴	","经济技术开发区	","城市	","浙江省嘉兴市昌盛北路418号	","/	","庄来盛	","	","张莉	",/,"SC10833011012161	","爆浆果心软糖（奇亚籽草莓味）	","普通食品	","14	","袋	","GC20339900009931054	","糖果制品	","糖果制品(含巧克力及制品)	","糖果	","糖果	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","100克/袋	","/	","2020/8/29 0:00:00	","6个月	","	","SB/T10021	","/	","/	","16.8元/袋	","	","350袋	",,"3袋	","浙江**生物科技有限公司	",杭州市余杭区崇贤街道塘康路,"浙江	","/	",/,"否	","中国	","是	","/	","/	","常温	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","吴伟伟、宣檬泽	","2020/9/16 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203473	","2020/9/18 0:00:00	","2020/10/22 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/22 0:00:00	","13588158579	","316245046@qq.com	","2020/10/22 22:19:54	","2020/9/16 10:40:12	","合格报告	","相同色泽着色剂混合使用时各自用量占其最大使用量的比例之和(红色)	","/	","/	","未检验	","/	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","/	","mg/kg	","/	","mg/kg	","/	","/	","/	","/	","1	","/	","1	","/	","无需检验	","流通	","	","王一涵	","2020/10/22 22:19:54	","	","经营许可证	","JY13304840111738	","	","	","杭州	","余杭	","/	","浙江	","嘉兴	","经济技术开发区	","SC10833048401960	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","委托	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","嘉兴市**食品有限责任公司	","其他	","/	","'913304017613439726	","/	","浙江	","嘉兴	","经济技术开发区	","城市	","浙江省嘉兴市昌盛北路418号	","/	","庄来盛	","	","张莉	",/,"SC10833011012161	","爆浆果心软糖（奇亚籽草莓味）	","普通食品	","14	","袋	","GC20339900009931054	","糖果制品	","糖果制品(含巧克力及制品)	","糖果	","糖果	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","100克/袋	","/	","2020/8/29 0:00:00	","6个月	","	","SB/T10021	","/	","/	","16.8元/袋	","	","350袋	",,"3袋	","浙江**生物科技有限公司	",杭州市余杭区崇贤街道塘康路,"浙江	","/	",/,"否	","中国	","是	","/	","/	","常温	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","吴伟伟、宣檬泽	","2020/9/16 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203473	","2020/9/18 0:00:00	","2020/10/22 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/22 0:00:00	","13588158579	","316245046@qq.com	","2020/10/22 22:19:54	","2020/9/16 10:40:12	","合格报告	","菌落总数	","（1）＜10（2）＜10（3）＜10（4）＜10（5）＜10	","CFU/g	","合格项	","GB 4789.2-2016《食品安全国家标准 食品微生物学检验 菌落总数测定》	","GB 17399-2016《食品安全国家标准 糖果》	","/	","CFU/g	","/	","CFU/g	","/	","CFU/g	","/	","CFU/g	","n=5,c=2,m=10？,M=10？	","CFU/g	","n=5,c=2,m=10？,M=10？	","CFU/g	","	","流通	","	","王一涵	","2020/10/22 22:19:54	","	","经营许可证	","JY13304840111738	","	","	","杭州	","余杭	","/	","浙江	","嘉兴	","经济技术开发区	","SC10833048401960	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","委托	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","嘉兴市**食品有限责任公司	","其他	","/	","'913304017613439726	","/	","浙江	","嘉兴	","经济技术开发区	","城市	","浙江省嘉兴市昌盛北路418号	","/	","庄来盛	","	","张莉	",/,"SC10833011012161	","爆浆果心软糖（奇亚籽草莓味）	","普通食品	","14	","袋	","GC20339900009931054	","糖果制品	","糖果制品(含巧克力及制品)	","糖果	","糖果	","固体	","工业加工食品	","预包装	","外购	","	","非无菌采样	","/	","100克/袋	","/	","2020/8/29 0:00:00	","6个月	","	","SB/T10021	","/	","/	","16.8元/袋	","	","350袋	",,"3袋	","浙江**生物科技有限公司	",杭州市余杭区崇贤街道塘康路,"浙江	","/	",/,"否	","中国	","是	","/	","/	","常温	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","吴伟伟、宣檬泽	","2020/9/16 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203473	","2020/9/18 0:00:00	","2020/10/22 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/22 0:00:00	","13588158579	","316245046@qq.com	","2020/10/22 22:19:54	","2020/9/16 10:40:12	","合格报告	","大肠菌群	","（1）＜10（2）＜10（3）＜10（4）＜10（5）＜10	","CFU/g	","合格项	","GB 4789.3-2016《食品安全国家标准 食品微生物学检验 大肠菌群计数》(第二法 大肠菌群平板计数法)	","GB 17399-2016《食品安全国家标准 糖果》	","/	","CFU/g	","/	","CFU/g	","/	","CFU/g	","/	","CFU/g	","n=5,c=2,m=10,M=102	","CFU/g	","n=5,c=2,m=10,M=102	","CFU/g	","	","流通	","	","王一涵	","2020/10/22 22:19:54	","	","经营许可证	","JY13304840111738	","	","	","杭州	","余杭	","/	","浙江	","嘉兴	","经济技术开发区	","SC10833048401960	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","委托	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","浙江**生物科技有限公司	","成品库（已检区）	","/	","'91331002MA28G0D16T	","/	","浙江	","台州	","椒江	","城市	","台州市椒江区工人东路293号301室	","/	","李岳	","	","王伟萍	",/,"SC10633100200168	","佳铁奶贝压片糖果	","普通食品	","20	","瓶	","GC20339900009931048	","糖果制品	","糖果制品(含巧克力及制品)	","糖果	","糖果	","固体	","工业加工食品	","预包装	","加工/自制	","	","非无菌采样	","/	","50g（1.0g×50）/瓶	","200101	","2020/1/13 0:00:00	","12个月	","	","SB/T10347	","/	","海正大健康	","9.9元/瓶	","	","14515瓶	",,"5瓶	","浙江**有限公司	",浙江省台州市椒江区外沙路,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/9/15 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203482	","2020/9/18 0:00:00	","2020/10/22 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/22 0:00:00	","13588158579	","316245046@qq.com	","2020/10/22 22:19:40	","2020/9/15 9:54:17	","合格报告	","铅(以Pb计)	","未检出	","mg/kg	","合格项	","GB 5009.12-2017  《食品安全国家标准 食品中铅的测定》(第二法 电感耦合等离子体质谱法)	","GB 2762-2017《食品安全国家标准 食品中污染物限量》	","0.05	","mg/kg	","0.05	","mg/kg	","/	","mg/kg	","/	","mg/kg	","0.5	","mg/kg	","0.5	","mg/kg	","	","生产	","	","王一涵	","2020/10/22 22:19:40	","	","生产许可证	","SC10633100200168	","	","	","台州	","椒江	","6970154573962	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","浙江**生物科技有限公司	","成品库（已检区）	","/	","'91331002MA28G0D16T	","/	","浙江	","台州	","椒江	","城市	","台州市椒江区工人东路293号301室	","/	","李岳	","	","王伟萍	",/,"SC10633100200168	","佳铁奶贝压片糖果	","普通食品	","20	","瓶	","GC20339900009931048	","糖果制品	","糖果制品(含巧克力及制品)	","糖果	","糖果	","固体	","工业加工食品	","预包装	","加工/自制	","	","非无菌采样	","/	","50g（1.0g×50）/瓶	","200101	","2020/1/13 0:00:00	","12个月	","	","SB/T10347	","/	","海正大健康	","9.9元/瓶	","	","14515瓶	",,"5瓶	","浙江**有限公司	",浙江省台州市椒江区外沙路,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/9/15 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203482	","2020/9/18 0:00:00	","2020/10/22 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/22 0:00:00	","13588158579	","316245046@qq.com	","2020/10/22 22:19:40	","2020/9/15 9:54:17	","合格报告	","糖精钠(以糖精计)	","未检出	","g/kg	","合格项	","GB 5009.28-2016《食品安全国家标准 食品中苯甲酸、山梨酸和糖精钠的测定》( 第一法 液相色谱法)	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.01	","g/kg	","0.01	","g/kg	","/	","g/kg	","/	","g/kg	","不得使用	","g/kg	","不得使用	","g/kg	","	","生产	","	","王一涵	","2020/10/22 22:19:40	","	","生产许可证	","SC10633100200168	","	","	","台州	","椒江	","6970154573962	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","浙江**生物科技有限公司	","成品库（已检区）	","/	","'91331002MA28G0D16T	","/	","浙江	","台州	","椒江	","城市	","台州市椒江区工人东路293号301室	","/	","李岳	","	","王伟萍	",/,"SC10633100200168	","佳铁奶贝压片糖果	","普通食品	","20	","瓶	","GC20339900009931048	","糖果制品	","糖果制品(含巧克力及制品)	","糖果	","糖果	","固体	","工业加工食品	","预包装	","加工/自制	","	","非无菌采样	","/	","50g（1.0g×50）/瓶	","200101	","2020/1/13 0:00:00	","12个月	","	","SB/T10347	","/	","海正大健康	","9.9元/瓶	","	","14515瓶	",,"5瓶	","浙江**有限公司	",浙江省台州市椒江区外沙路,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/9/15 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203482	","2020/9/18 0:00:00	","2020/10/22 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/22 0:00:00	","13588158579	","316245046@qq.com	","2020/10/22 22:19:40	","2020/9/15 9:54:17	","合格报告	","柠檬黄	","未检出	","g/kg	","合格项	","GB 5009.35-2016《食品安全国家标准 食品中合成着色剂的测定》	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.0005	","g/kg	","0.0005	","g/kg	","/	","g/kg	","/	","g/kg	","0.3	","g/kg	","0.3	","g/kg	","	","生产	","	","王一涵	","2020/10/22 22:19:40	","	","生产许可证	","SC10633100200168	","	","	","台州	","椒江	","6970154573962	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","浙江**生物科技有限公司	","成品库（已检区）	","/	","'91331002MA28G0D16T	","/	","浙江	","台州	","椒江	","城市	","台州市椒江区工人东路293号301室	","/	","李岳	","	","王伟萍	",/,"SC10633100200168	","佳铁奶贝压片糖果	","普通食品	","20	","瓶	","GC20339900009931048	","糖果制品	","糖果制品(含巧克力及制品)	","糖果	","糖果	","固体	","工业加工食品	","预包装	","加工/自制	","	","非无菌采样	","/	","50g（1.0g×50）/瓶	","200101	","2020/1/13 0:00:00	","12个月	","	","SB/T10347	","/	","海正大健康	","9.9元/瓶	","	","14515瓶	",,"5瓶	","浙江**有限公司	",浙江省台州市椒江区外沙路,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/9/15 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203482	","2020/9/18 0:00:00	","2020/10/22 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/22 0:00:00	","13588158579	","316245046@qq.com	","2020/10/22 22:19:40	","2020/9/15 9:54:17	","合格报告	","日落黄	","未检出	","g/kg	","合格项	","GB 5009.35-2016《食品安全国家标准 食品中合成着色剂的测定》	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.0025	","g/kg	","0.0005	","g/kg	","/	","g/kg	","/	","g/kg	","0.3	","g/kg	","0.3	","g/kg	","	","生产	","	","王一涵	","2020/10/22 22:19:40	","	","生产许可证	","SC10633100200168	","	","	","台州	","椒江	","6970154573962	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","浙江**生物科技有限公司	","成品库（已检区）	","/	","'91331002MA28G0D16T	","/	","浙江	","台州	","椒江	","城市	","台州市椒江区工人东路293号301室	","/	","李岳	","	","王伟萍	",/,"SC10633100200168	","佳铁奶贝压片糖果	","普通食品	","20	","瓶	","GC20339900009931048	","糖果制品	","糖果制品(含巧克力及制品)	","糖果	","糖果	","固体	","工业加工食品	","预包装	","加工/自制	","	","非无菌采样	","/	","50g（1.0g×50）/瓶	","200101	","2020/1/13 0:00:00	","12个月	","	","SB/T10347	","/	","海正大健康	","9.9元/瓶	","	","14515瓶	",,"5瓶	","浙江**有限公司	",浙江省台州市椒江区外沙路,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/9/15 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203482	","2020/9/18 0:00:00	","2020/10/22 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/22 0:00:00	","13588158579	","316245046@qq.com	","2020/10/22 22:19:40	","2020/9/15 9:54:17	","合格报告	","胭脂红	","未检出	","g/kg	","合格项	","GB 5009.35-2016《食品安全国家标准 食品中合成着色剂的测定》	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.0005	","g/kg	","0.0005	","g/kg	","/	","g/kg	","/	","g/kg	","0.05	","g/kg	","0.05	","g/kg	","	","生产	","	","王一涵	","2020/10/22 22:19:40	","	","生产许可证	","SC10633100200168	","	","	","台州	","椒江	","6970154573962	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","浙江**生物科技有限公司	","成品库（已检区）	","/	","'91331002MA28G0D16T	","/	","浙江	","台州	","椒江	","城市	","台州市椒江区工人东路293号301室	","/	","李岳	","	","王伟萍	",/,"SC10633100200168	","佳铁奶贝压片糖果	","普通食品	","20	","瓶	","GC20339900009931048	","糖果制品	","糖果制品(含巧克力及制品)	","糖果	","糖果	","固体	","工业加工食品	","预包装	","加工/自制	","	","非无菌采样	","/	","50g（1.0g×50）/瓶	","200101	","2020/1/13 0:00:00	","12个月	","	","SB/T10347	","/	","海正大健康	","9.9元/瓶	","	","14515瓶	",,"5瓶	","浙江**有限公司	",浙江省台州市椒江区外沙路,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/9/15 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203482	","2020/9/18 0:00:00	","2020/10/22 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/22 0:00:00	","13588158579	","316245046@qq.com	","2020/10/22 22:19:40	","2020/9/15 9:54:17	","合格报告	","苋菜红	","未检出	","g/kg	","合格项	","GB 5009.35-2016《食品安全国家标准 食品中合成着色剂的测定》	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.0005	","g/kg	","0.0005	","g/kg	","/	","g/kg	","/	","g/kg	","0.05	","g/kg	","0.05	","g/kg	","	","生产	","	","王一涵	","2020/10/22 22:19:40	","	","生产许可证	","SC10633100200168	","	","	","台州	","椒江	","6970154573962	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","浙江**生物科技有限公司	","成品库（已检区）	","/	","'91331002MA28G0D16T	","/	","浙江	","台州	","椒江	","城市	","台州市椒江区工人东路293号301室	","/	","李岳	","	","王伟萍	",/,"SC10633100200168	","佳铁奶贝压片糖果	","普通食品	","20	","瓶	","GC20339900009931048	","糖果制品	","糖果制品(含巧克力及制品)	","糖果	","糖果	","固体	","工业加工食品	","预包装	","加工/自制	","	","非无菌采样	","/	","50g（1.0g×50）/瓶	","200101	","2020/1/13 0:00:00	","12个月	","	","SB/T10347	","/	","海正大健康	","9.9元/瓶	","	","14515瓶	",,"5瓶	","浙江**有限公司	",浙江省台州市椒江区外沙路,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/9/15 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203482	","2020/9/18 0:00:00	","2020/10/22 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/22 0:00:00	","13588158579	","316245046@qq.com	","2020/10/22 22:19:40	","2020/9/15 9:54:17	","合格报告	","相同色泽着色剂混合使用时各自用量占其最大使用量的比例之和(黄色)	","/	","/	","未检验	","/	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","/	","mg/kg	","/	","mg/kg	","/	","/	","/	","/	","1	","/	","1	","/	","无需检验	","生产	","	","王一涵	","2020/10/22 22:19:40	","	","生产许可证	","SC10633100200168	","	","	","台州	","椒江	","6970154573962	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","浙江**生物科技有限公司	","成品库（已检区）	","/	","'91331002MA28G0D16T	","/	","浙江	","台州	","椒江	","城市	","台州市椒江区工人东路293号301室	","/	","李岳	","	","王伟萍	",/,"SC10633100200168	","佳铁奶贝压片糖果	","普通食品	","20	","瓶	","GC20339900009931048	","糖果制品	","糖果制品(含巧克力及制品)	","糖果	","糖果	","固体	","工业加工食品	","预包装	","加工/自制	","	","非无菌采样	","/	","50g（1.0g×50）/瓶	","200101	","2020/1/13 0:00:00	","12个月	","	","SB/T10347	","/	","海正大健康	","9.9元/瓶	","	","14515瓶	",,"5瓶	","浙江**有限公司	",浙江省台州市椒江区外沙路,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/9/15 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203482	","2020/9/18 0:00:00	","2020/10/22 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/22 0:00:00	","13588158579	","316245046@qq.com	","2020/10/22 22:19:40	","2020/9/15 9:54:17	","合格报告	","相同色泽着色剂混合使用时各自用量占其最大使用量的比例之和(红色)	","/	","/	","未检验	","/	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","/	","mg/kg	","/	","mg/kg	","/	","/	","/	","/	","1	","/	","1	","/	","无需检验	","生产	","	","王一涵	","2020/10/22 22:19:40	","	","生产许可证	","SC10633100200168	","	","	","台州	","椒江	","6970154573962	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","浙江**生物科技有限公司	","成品库（已检区）	","/	","'91331002MA28G0D16T	","/	","浙江	","台州	","椒江	","城市	","台州市椒江区工人东路293号301室	","/	","李岳	","	","王伟萍	",/,"SC10633100200168	","佳铁奶贝压片糖果	","普通食品	","20	","瓶	","GC20339900009931048	","糖果制品	","糖果制品(含巧克力及制品)	","糖果	","糖果	","固体	","工业加工食品	","预包装	","加工/自制	","	","非无菌采样	","/	","50g（1.0g×50）/瓶	","200101	","2020/1/13 0:00:00	","12个月	","	","SB/T10347	","/	","海正大健康	","9.9元/瓶	","	","14515瓶	",,"5瓶	","浙江**有限公司	",浙江省台州市椒江区外沙路,"浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","江奔、徐张明	","2020/9/15 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203482	","2020/9/18 0:00:00	","2020/10/22 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/22 0:00:00	","13588158579	","316245046@qq.com	","2020/10/22 22:19:40	","2020/9/15 9:54:17	","合格报告	","菌落总数	","（1）＜10（2）＜10（3）＜10（4）＜10（5）＜10	","CFU/g	","合格项	","GB 4789.2-2016《食品安全国家标准 食品微生物学检验 菌落总数测定》	","GB 17399-2016《食品安全国家标准 糖果》	","/	","CFU/g	","/	","CFU/g	","/	","CFU/g	","/	","CFU/g	","n=5,c=2,m=10？,M=10？	","CFU/g	","n=5,c=2,m=10？,M=10？	","CFU/g	","	","生产	","	","王一涵	","2020/10/22 22:19:40	","	","生产许可证	","SC10633100200168	","	","	","台州	","椒江	","6970154573962	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","常规抽样	","	","生产	"
